pcode,locality,lat,long
3559,AVONMORE,-36.529882,144.604459
3559,BURRAMBOOT,-36.529882,144.604459
3559,COLBINABBIN,-36.529882,144.604459
3559,COROP,-36.529882,144.604459
3559,GOBARUP,-36.529882,144.604459
3561,BALLENDELLA,-36.298882,144.673529
3561,BAMAWM,-36.298882,144.673529
3561,BAMAWM EXTENSION,-36.298882,144.673529
3561,BONN,-36.298882,144.673529
3561,DIGGORA,-36.298882,144.673529
3561,FAIRY DELL,-36.298882,144.673529
3561,NANNEELLA,-36.298882,144.673529
3561,ROCHESTER,-36.298882,144.673529
3561,TIMMERING,-36.298882,144.673529
3562,TORRUMBARRY,-35.975398,144.459855
3563,LOCKINGTON,-36.271227,144.481629
3564,ECHUCA,-36.131154,144.728548
3564,ECHUCA SOUTH,-36.131154,144.728548
3564,ECHUCA VILLAGE,-36.131154,144.728548
3564,ECHUCA WEST,-36.131154,144.728548
3564,KANYAPELLA,-36.131154,144.728548
3564,PATHO,-36.131154,144.728548
3564,ROSLYNMEAD,-36.131154,144.728548
3564,WHARPARILLA,-36.131154,144.728548
3565,KOTTA,-36.192354,144.526275
3566,GUNBOWER,-35.957441,144.366659
3567,HORFIELD,-35.886223,144.242273
3567,LEITCHVILLE,-35.886223,144.242273
3568,BURKES BRIDGE,-35.836345,144.336635
3568,COHUNA,-35.836345,144.336635
3568,CULLEN,-35.836345,144.336635
3568,DALTONS BRIDGE,-35.836345,144.336635
3568,GANNAWARRA,-35.836345,144.336635
3568,KEELY,-35.836345,144.336635
3568,MACORNA NORTH,-35.836345,144.336635
3568,MCMILLANS,-35.836345,144.336635
3568,MEAD,-35.836345,144.336635
3568,MINCHA WEST,-35.836345,144.336635
3568,WEE WEE RUP,-35.836345,144.336635
3570,AUCHMORE,-36.474005,144.1055
3570,DRUMMARTIN,-36.474005,144.1055
3570,KAMAROOKA,-36.474005,144.1055
3570,NEILBOROUGH,-36.474005,144.1055
3570,RAYWOOD,-36.474005,144.1055
3571,DINGEE,-36.370912,144.231949
3571,KAMAROOKA NORTH,-36.370912,144.231949
3571,POMPAPIEL,-36.370912,144.231949
3571,TANDARRA,-36.370912,144.231949
3572,MILLOO,-36.356189,144.381891
3572,PIAVELLA,-36.356189,144.381891
3572,PRAIRIE,-36.356189,144.381891
3572,TENNYSON,-36.356189,144.381891
3573,CALIVIL,-36.298763,144.085645
3573,MITIAMO,-36.298763,144.085645
3573,PINE GROVE,-36.298763,144.085645
3573,TERRICK TERRICK EAST,-36.298763,144.085645
3575,GLADFIELD,-36.042544,143.990513
3575,JUNGABURRA,-36.042544,143.990513
3575,LODDON VALE,-36.042544,143.990513
3575,MINCHA,-36.042544,143.990513
3575,MOLOGA,-36.042544,143.990513
3575,PYRAMID HILL,-36.042544,143.990513
3575,SYLVATERRE,-36.042544,143.990513
3575,TERRICK TERRICK,-36.042544,143.990513
3575,YARRAWALLA,-36.042544,143.990513
3576,DURHAM OX,-36.198759,143.956055
3579,APPIN,-35.878433,143.872782
3579,APPIN SOUTH,-35.878433,143.872782
3579,BAEL BAEL,-35.878433,143.872782
3579,BEAUCHAMP,-35.878433,143.872782
3579,BENJEROOP,-35.878433,143.872782
3579,BUDGERUM EAST,-35.878433,143.872782
3579,CAPELS CROSSING,-35.878433,143.872782
3579,DINGWALL,-35.878433,143.872782
3579,FAIRLEY,-35.878433,143.872782
3579,GONN CROSSING,-35.878433,143.872782
3579,KERANG,-35.878433,143.872782
3579,KERANG EAST,-35.878433,143.872782
3579,KOROOP,-35.878433,143.872782
3579,LAKE MERAN,-35.878433,143.872782
3579,MACORNA,-35.878433,143.872782
3579,MEERING WEST,-35.878433,143.872782
3579,MILNES BRIDGE,-35.878433,143.872782
3579,MURRABIT,-35.878433,143.872782
3579,MURRABIT WEST,-35.878433,143.872782
3579,MYALL,-35.878433,143.872782
3579,MYSTIC PARK,-35.878433,143.872782
3579,NORMANVILLE,-35.878433,143.872782
3579,PINE VIEW,-35.878433,143.872782
3579,REEDY LAKE,-35.878433,143.872782
3579,SANDHILL LAKE,-35.878433,143.872782
3579,TEAL POINT,-35.878433,143.872782
3579,TRAGOWEL,-35.878433,143.872782
3579,WANDELLA,-35.878433,143.872782
3579,WESTBY,-35.878433,143.872782
3580,KOONDROOK,-35.64272,144.108584
3581,LAKE CHARM,-35.620733,143.804041
3583,TRESCO,-35.506577,143.638434
3584,LAKE BOGA,-35.461804,143.634454
3584,TRESCO WEST,-35.461804,143.634454
3585,CASTLE DONNINGTON,-35.418038,143.594275
3585,CHILLINGOLLAH,-35.418038,143.594275
3585,FISH POINT,-35.418038,143.594275
3585,GOSCHEN,-35.418038,143.594275
3585,KUNAT,-35.418038,143.594275
3585,MEATIAN,-35.418038,143.594275
3585,NOWIE,-35.418038,143.594275
3585,NYRRABY,-35.418038,143.594275
3585,PIRA,-35.418038,143.594275
3585,POLISBET,-35.418038,143.594275
3585,SPEEWA,-35.418038,143.594275
3585,SWAN HILL,-35.418038,143.594275
3585,SWAN HILL PIONEER,-35.418038,143.594275
3585,SWAN HILL WEST,-35.418038,143.594275
3585,WINLATON,-35.418038,143.594275
3586,BULGA,-35.304516,143.359804
3586,MURRAWEE,-35.304516,143.359804
3586,MURRAYDALE,-35.304516,143.359804
3586,PENTAL ISLAND,-35.304516,143.359804
3586,TYNTYNDER,-35.304516,143.359804
3586,TYNTYNDER SOUTH,-35.304516,143.359804
3588,WOORINEN SOUTH,-35.270527,143.454012
3589,WOORINEN,-35.264373,143.471892
3589,WOORINEN NORTH,-35.264373,143.471892
3590,BEVERFORD,-35.235882,143.480953
3591,VINIFERA,-35.217734,143.405908
3594,NYAH,-35.152584,143.362249
3595,NYAH WEST,-35.187893,143.348862
3596,MIRALIE,-35.123806,143.327682
3596,TOWAN,-35.123806,143.327682
3596,WOOD WOOD,-35.123806,143.327682
3597,KENLEY,-34.856397,143.341123
3597,KOOLOONONG,-34.856397,143.341123
3597,LAKE POWELL,-34.856397,143.341123
3597,NARRUNG,-34.856397,143.341123
3597,NATYA,-34.856397,143.341123
3597,PIANGIL,-34.856397,143.341123
3599,BOUNDARY BEND,-34.742098,143.144838
3607,TABILK,-36.846437,145.199887
3608,BAILIESTON,-36.699872,145.034359
3608,GOULBURN WEIR,-36.699872,145.034359
3608,GRAYTOWN,-36.699872,145.034359
3608,KIRWANS BRIDGE,-36.699872,145.034359
3608,MITCHELLSTOWN,-36.699872,145.034359
3608,NAGAMBIE,-36.699872,145.034359
3608,WAHRING,-36.699872,145.034359
3608,WIRRATE,-36.699872,145.034359
3610,DHURRINGILE,-36.542846,145.277533
3610,MOORILIM,-36.542846,145.277533
3610,MURCHISON,-36.542846,145.277533
3610,MURCHISON EAST,-36.542846,145.277533
3610,MURCHISON NORTH,-36.542846,145.277533
3612,MOORA,-36.591412,144.948216
3612,RUSHWORTH,-36.591412,144.948216
3612,WANALTA,-36.591412,144.948216
3612,WARANGA SHORES,-36.591412,144.948216
3612,WHROO,-36.591412,144.948216
3614,TOOLAMBA,-36.484229,145.259357
3614,TOOLAMBA WEST,-36.484229,145.259357
3616,COOMA,-36.421146,145.068244
3616,GILLIESTON,-36.421146,145.068244
3616,GIRGARRE EAST,-36.421146,145.068244
3616,HARSTON,-36.421146,145.068244
3616,MOOROOPNA NORTH WEST,-36.421146,145.068244
3616,TATURA,-36.421146,145.068244
3616,TATURA EAST,-36.421146,145.068244
3616,WARANGA,-36.421146,145.068244
3617,BYRNESIDE,-36.416975,145.149914
3618,MERRIGUM,-36.372412,145.170237
3619,KYABRAM,-37.659566,144.936295
3620,KYABRAM,-36.308063,145.049552
3620,KYABRAM SOUTH,-36.308063,145.049552
3620,LANCASTER,-36.308063,145.049552
3620,ST GERMAINS,-36.308063,145.049552
3620,TARIPTA,-36.308063,145.049552
3620,WYUNA,-36.308063,145.049552
3620,WYUNA EAST,-36.308063,145.049552
3621,KYVALLEY,-36.269418,144.850248
3621,TONGALA,-36.269418,144.850248
3621,YAMBUNA,-36.269418,144.850248
3622,KOYUGA,-36.161595,144.765651
3622,STRATHALLAN,-36.161595,144.765651
3623,CARAG CARAG,-36.462334,144.904277
3623,STANHOPE,-36.462334,144.904277
3623,STANHOPE SOUTH,-36.462334,144.904277
3624,GIRGARRE,-36.443573,145.068304
3629,ARDMONA,-36.378536,145.295366
3629,COOMBOONA,-36.378536,145.295366
3629,MOOROOPNA,-36.378536,145.295366
3629,MOOROOPNA NORTH,-36.378536,145.295366
3629,UNDERA,-36.378536,145.295366
3630,BRANDITT,-36.360193,145.401927
3630,CANIAMBO,-36.360193,145.401927
3630,COLLIVER,-36.360193,145.401927
3630,DUNKIRK,-36.360193,145.401927
3630,SHEPPARTON,-36.360193,145.401927
3630,SHEPPARTON SOUTH,-36.360193,145.401927
3631,ARCADIA,-36.541604,145.362556
3631,ARCADIA SOUTH,-36.541604,145.362556
3631,COSGROVE,-36.541604,145.362556
3631,COSGROVE SOUTH,-36.541604,145.362556
3631,GRAHAMVALE,-36.541604,145.362556
3631,KARRAMOMUS,-36.541604,145.362556
3631,KIALLA,-36.541604,145.362556
3631,KIALLA EAST,-36.541604,145.362556
3631,KIALLA WEST,-36.541604,145.362556
3631,LEMNOS,-36.541604,145.362556
3631,ORRVALE,-36.541604,145.362556
3631,PINE LODGE,-36.541604,145.362556
3631,SHEPPARTON EAST,-36.541604,145.362556
3631,SHEPPARTON NORTH,-36.541604,145.362556
3632,SHEPPARTON,-36.544462,145.603242
3633,CONGUPNA,-36.299252,145.481126
3634,BUNBARTHA,-36.220101,145.344007
3634,KATANDRA,-36.220101,145.344007
3634,KATANDRA WEST,-36.220101,145.344007
3634,MARIONVALE,-36.220101,145.344007
3634,MARUNGI,-36.220101,145.344007
3634,TALLYGAROOPNA,-36.220101,145.344007
3634,ZEERUST,-36.220101,145.344007
3635,KAARIMBA,-36.16323,145.301771
3635,MUNDOONA,-36.16323,145.301771
3635,WUNGHNU,-36.16323,145.301771
3636,DRUMANURE,-36.135713,145.504192
3636,INVERGORDON,-36.135713,145.504192
3636,NARING,-36.135713,145.504192
3636,NUMURKAH,-36.135713,145.504192
3637,WAAIA,-36.05372,145.33176
3637,YALCA,-36.05372,145.33176
3638,KOTUPNA,-36.145467,145.165703
3638,NATHALIA,-36.145467,145.165703
3638,YIELIMA,-36.145467,145.165703
3639,BARMAH,-36.023458,144.973324
3639,LOWER MOIRA,-36.023458,144.973324
3639,PICOLA,-36.023458,144.973324
3639,PICOLA WEST,-36.023458,144.973324
3640,KATUNGA,-35.973776,145.460399
3641,BEARII,-35.918029,145.33172
3641,MYWEE,-35.918029,145.33172
3641,STRATHMERTON,-35.918029,145.33172
3641,ULUPNA,-35.918029,145.33172
3643,COBRAM,-35.955363,145.631874
3644,COBRAM,-35.913566,145.688503
3644,COBRAM EAST,-35.913566,145.688503
3644,KOONOOMOO,-35.913566,145.688503
3644,MUCKATAH,-35.913566,145.688503
3644,YARROWEYAH,-35.913566,145.688503
3646,DOOKIE,-36.327503,145.686223
3646,MOUNT MAJOR,-36.327503,145.686223
3646,NALINGA,-36.327503,145.686223
3646,WAGGARANDALL,-36.327503,145.686223
3646,YABBA NORTH,-36.327503,145.686223
3646,YABBA SOUTH,-36.327503,145.686223
3646,YOUANMITE,-36.327503,145.686223
3647,DOOKIE COLLEGE,-36.395102,145.703035
3649,KATAMATITE,-36.078387,145.688645
3649,KATAMATITE EAST,-36.078387,145.688645
3658,BROADFORD,-37.203001,145.050171
3658,CLONBINANE,-37.203001,145.050171
3658,FLOWERDALE,-37.203001,145.050171
3658,HAZELDENE,-37.203001,145.050171
3658,REEDY CREEK,-37.203001,145.050171
3658,STRATH CREEK,-37.203001,145.050171
3658,SUGARLOAF CREEK,-37.203001,145.050171
3658,SUNDAY CREEK,-37.203001,145.050171
3658,TYAAK,-37.203001,145.050171
3658,WATERFORD PARK,-37.203001,145.050171
3659,TALLAROOK,-37.128108,145.024365
3660,CAVEAT,-37.091133,145.495713
3660,DROPMORE,-37.091133,145.495713
3660,HIGHLANDS,-37.091133,145.495713
3660,HILLDENE,-37.091133,145.495713
3660,KERRISDALE,-37.091133,145.495713
3660,NORTHWOOD,-37.091133,145.495713
3660,SEYMOUR,-37.091133,145.495713
3660,SEYMOUR SOUTH,-37.091133,145.495713
3660,TRAWOOL,-37.091133,145.495713
3660,WHITEHEADS CREEK,-37.091133,145.495713
3661,SEYMOUR,-38.195993,146.535346
3662,PUCKAPUNYAL,0,0
3662,PUCKAPUNYAL MILPO,0,0
3663,MANGALORE,-36.941616,145.161897
3664,AVENEL,-36.892793,145.23059
3664,UPTON HILL,-36.892793,145.23059
3665,LOCKSLEY,-36.81576,145.35517
3665,LONGWOOD,-36.81576,145.35517
3666,BALMATTUM,-36.705961,145.640263
3666,CREIGHTONS CREEK,-36.705961,145.640263
3666,EUROA,-36.705961,145.640263
3666,GOORAM,-36.705961,145.640263
3666,KELVIN VIEW,-36.705961,145.640263
3666,KITHBROOK,-36.705961,145.640263
3666,LONGWOOD EAST,-36.705961,145.640263
3666,MIEPOLL,-36.705961,145.640263
3666,MOGLONEMBY,-36.705961,145.640263
3666,MOLKA,-36.705961,145.640263
3666,PRANJIP,-36.705961,145.640263
3666,RIGGS CREEK,-36.705961,145.640263
3666,RUFFY,-36.705961,145.640263
3666,SHEANS CREEK,-36.705961,145.640263
3666,STRATHBOGIE,-36.705961,145.640263
3666,TARCOMBE,-36.705961,145.640263
3669,BOHO,-36.696659,145.771354
3669,BOHO SOUTH,-36.696659,145.771354
3669,CREEK JUNCTION,-36.696659,145.771354
3669,EARLSTON,-36.696659,145.771354
3669,GOWANGARDIE,-36.696659,145.771354
3669,KOONDA,-36.696659,145.771354
3669,MARRAWEENEY,-36.696659,145.771354
3669,TAMLEUGH,-36.696659,145.771354
3669,TAMLEUGH NORTH,-36.696659,145.771354
3669,UPOTIPOTPON,-36.696659,145.771354
3669,VIOLET TOWN,-36.696659,145.771354
3670,BADDAGINNIE,-36.592633,145.861036
3670,TARNOOK,-36.592633,145.861036
3670,WARRENBAYNE,-36.592633,145.861036
3671,BENALLA,-36.385144,145.420691
3672,BENALLA,-36.546895,145.98565
3672,BENALLA WEST,-36.546895,145.98565
3673,BROKEN CREEK,-36.434779,145.890351
3673,GOOMALIBEE,-36.434779,145.890351
3673,LIMA,-36.434779,145.890351
3673,LIMA EAST,-36.434779,145.890351
3673,LIMA SOUTH,-36.434779,145.890351
3673,LURG,-36.434779,145.890351
3673,MOLYULLAH,-36.434779,145.890351
3673,MOORNGAG,-36.434779,145.890351
3673,SAMARIA,-36.434779,145.890351
3673,SWANPOOL,-36.434779,145.890351
3673,TATONG,-36.434779,145.890351
3673,UPPER LURG,-36.434779,145.890351
3673,UPPER RYANS CREEK,-36.434779,145.890351
3673,WINTON,-36.434779,145.890351
3673,WINTON NORTH,-36.434779,145.890351
3675,BOWEYA,-36.269789,146.131319
3675,BOWEYA NORTH,-36.269789,146.131319
3675,GLENROWAN,-36.269789,146.131319
3675,GLENROWAN WEST,-36.269789,146.131319
3675,GRETA,-36.269789,146.131319
3675,GRETA SOUTH,-36.269789,146.131319
3675,GRETA WEST,-36.269789,146.131319
3675,HANSONVILLE,-36.269789,146.131319
3675,MOUNT BRUNO,-36.269789,146.131319
3675,TAMINICK,-36.269789,146.131319
3676,WANGARATTA,-36.341245,146.338612
3677,WANGARATTA,-36.353243,146.297244
3677,WANGARATTA WEST,-36.353243,146.297244
3677,YARRUNGA,-36.353243,146.297244
3678,BOBINAWARRAH,-36.521737,146.498737
3678,BOORHAMAN,-36.521737,146.498737
3678,BOORHAMAN EAST,-36.521737,146.498737
3678,BOWSER,-36.521737,146.498737
3678,BYAWATHA,-36.521737,146.498737
3678,CARBOOR,-36.521737,146.498737
3678,CHESHUNT,-36.521737,146.498737
3678,CHESHUNT SOUTH,-36.521737,146.498737
3678,DOCKER,-36.521737,146.498737
3678,DOCKERS PLAINS,-36.521737,146.498737
3678,EAST WANGARATTA,-36.521737,146.498737
3678,EDI,-36.521737,146.498737
3678,EDI UPPER,-36.521737,146.498737
3678,EVERTON,-36.521737,146.498737
3678,EVERTON UPPER,-36.521737,146.498737
3678,KILLAWARRA,-36.521737,146.498737
3678,KING VALLEY,-36.521737,146.498737
3678,LACEBY,-36.521737,146.498737
3678,LONDRIGAN,-36.521737,146.498737
3678,MARKWOOD,-36.521737,146.498737
3678,MEADOW CREEK,-36.521737,146.498737
3678,MILAWA,-36.521737,146.498737
3678,NORTH WANGARATTA,-36.521737,146.498737
3678,OXLEY,-36.521737,146.498737
3678,OXLEY FLATS,-36.521737,146.498737
3678,PEECHELBA,-36.521737,146.498737
3678,PEECHELBA EAST,-36.521737,146.498737
3678,ROSE RIVER,-36.521737,146.498737
3678,TARRAWINGEE,-36.521737,146.498737
3678,WABONGA,-36.521737,146.498737
3678,WALDARA,-36.521737,146.498737
3678,WANGANDARY,-36.521737,146.498737
3678,WANGARATTA FORWARD,-36.521737,146.498737
3678,WANGARATTA SOUTH,-36.521737,146.498737
3678,WHITLANDS,-36.521737,146.498737
3682,BORALMA,-36.243951,146.411677
3682,LILLIPUT,-36.243951,146.411677
3682,NORONG,-36.243951,146.411677
3682,SPRINGHURST,-36.243951,146.411677
3683,CHILTERN,-36.148307,146.610311
3683,CHILTERN VALLEY,-36.148307,146.610311
3683,CORNISHTOWN,-36.148307,146.610311
3685,BOORHAMAN NORTH,-36.098847,146.222359
3685,BRIMIN,-36.098847,146.222359
3685,BROWNS PLAINS,-36.098847,146.222359
3685,CARLYLE,-36.098847,146.222359
3685,GOORAMADDA,-36.098847,146.222359
3685,GREAT SOUTHERN,-36.098847,146.222359
3685,LAKE MOODEMERE,-36.098847,146.222359
3685,PRENTICE NORTH,-36.098847,146.222359
3685,RUTHERGLEN,-36.098847,146.222359
3687,WAHGUNYAH,-36.011553,146.40193
3688,BARNAWARTHA,-36.105488,146.673164
3688,INDIGO VALLEY,-36.105488,146.673164
3689,WODONGA,-37.67576,144.989793
3690,WEST WODONGA,-36.099768,146.821149
3690,WODONGA,-36.099768,146.821149
3690,WODONGA PLAZA,-36.099768,146.821149
3691,ALLANS FLAT,-36.276114,146.909823
3691,BANDIANA,-36.276114,146.909823
3691,BARANDUDA,-36.276114,146.909823
3691,BARNAWARTHA NORTH,-36.276114,146.909823
3691,BELLBRIDGE,-36.276114,146.909823
3691,BERRINGAMA,-36.276114,146.909823
3691,BETHANGA,-36.276114,146.909823
3691,BONEGILLA,-36.276114,146.909823
3691,BUNGIL,-36.276114,146.909823
3691,CASTLE CREEK,-36.276114,146.909823
3691,CORAL BANK,-36.276114,146.909823
3691,DEDERANG,-36.276114,146.909823
3691,EBDEN,-36.276114,146.909823
3691,GATEWAY ISLAND,-36.276114,146.909823
3691,GLEN CREEK,-36.276114,146.909823
3691,GUNDOWRING,-36.276114,146.909823
3691,HUON CREEK,-36.276114,146.909823
3691,KANCOONA,-36.276114,146.909823
3691,KERGUNYAH,-36.276114,146.909823
3691,KERGUNYAH SOUTH,-36.276114,146.909823
3691,KIEWA,-36.276114,146.909823
3691,KILLARA,-36.276114,146.909823
3691,LENEVA,-36.276114,146.909823
3691,LUCYVALE,-36.276114,146.909823
3691,MONGANS BRIDGE,-36.276114,146.909823
3691,OSBORNES FLAT,-36.276114,146.909823
3691,RUNNING CREEK,-36.276114,146.909823
3691,STAGHORN FLAT,-36.276114,146.909823
3691,TALGARNO,-36.276114,146.909823
3691,TANGAMBALANGA,-36.276114,146.909823
3691,THOLOGOLONG,-36.276114,146.909823
3691,UPPER GUNDOWRING,-36.276114,146.909823
3691,WODONGA FORWARD,-36.276114,146.909823
3694,BANDIANA MILPO,-36.141317,146.916596
3695,CHARLEROI,-36.30384,147.139316
3695,HUON,-36.30384,147.139316
3695,SANDY CREEK,-36.30384,147.139316
3697,TAWONGA,-36.66901,147.205089
3698,TAWONGA SOUTH,0,0
3699,BOGONG,-36.80517,147.224996
3699,FALLS CREEK,-36.80517,147.224996
3699,MOUNT BEAUTY,-36.80517,147.224996
3699,NELSE,-36.80517,147.224996
3700,BULLIOH,-36.175761,147.338065
3700,GEORGES CREEK,-36.175761,147.338065
3700,JARVIS CREEK,-36.175761,147.338065
3700,TALLANGATTA,-36.175761,147.338065
3700,TALLANGATTA EAST,-36.175761,147.338065
3701,DARTMOUTH,-36.533461,147.497235
3701,ESKDALE,-36.533461,147.497235
3701,GRANYA,-36.533461,147.497235
3701,MITTA MITTA,-36.533461,147.497235
3701,OLD TALLANGATTA,-36.533461,147.497235
3701,SHELLEY,-36.533461,147.497235
3701,TALLANDOON,-36.533461,147.497235
3701,TALLANGATTA SOUTH,-36.533461,147.497235
3701,TALLANGATTA VALLEY,-36.533461,147.497235
3704,KOETONG,-36.104644,147.538225
3705,CUDGEWA,-36.190684,147.771573
3707,BIGGARA,-36.279153,148.025563
3707,COLAC COLAC,-36.279153,148.025563
3707,CORRYONG,-36.279153,148.025563
3707,NARIEL VALLEY,-36.279153,148.025563
3707,THOWGLA VALLEY,-36.279153,148.025563
3707,TOM GROGGIN,-36.279153,148.025563
3707,TOWONG,-36.279153,148.025563
3707,TOWONG UPPER,-36.279153,148.025563
3708,TINTALDRA,-36.048986,147.930952
3709,BURROWYE,-36.048847,147.561427
3709,GUYS FOREST,-36.048847,147.561427
3709,MOUNT ALFRED,-36.048847,147.561427
3709,PINE MOUNTAIN,-36.048847,147.561427
3709,WALWA,-36.048847,147.561427
3711,BUXTON,-37.420458,145.712999
3712,RUBICON,-37.326297,145.862023
3712,THORNTON,-37.326297,145.862023
3713,EILDON,-37.234547,145.910525
3713,LAKE EILDON,-37.234547,145.910525
3713,TAYLOR BAY,-37.234547,145.910525
3714,ACHERON,-37.252433,145.702015
3714,ALEXANDRA,-37.252433,145.702015
3714,CATHKIN,-37.252433,145.702015
3714,CRYSTAL CREEK,-37.252433,145.702015
3714,DEVILS RIVER,-37.252433,145.702015
3714,FAWCETT,-37.252433,145.702015
3714,KORIELLA,-37.252433,145.702015
3714,MAINTONGOON,-37.252433,145.702015
3714,TAGGERTY,-37.252433,145.702015
3714,WHANREGARWEN,-37.252433,145.702015
3715,ANCONA,-36.972266,145.790539
3715,MERTON,-36.972266,145.790539
3715,WOODFIELD,-36.972266,145.790539
3717,FLOWERDALE,-37.344477,145.289109
3717,GHIN GHIN,-37.344477,145.289109
3717,GLENBURN,-37.344477,145.289109
3717,HOMEWOOD,-37.344477,145.289109
3717,KILLINGWORTH,-37.344477,145.289109
3717,LIMESTONE,-37.344477,145.289109
3717,MURRINDINDI,-37.344477,145.289109
3717,YEA,-37.344477,145.289109
3718,MOLESWORTH,-37.127985,145.525714
3719,GOBUR,-37.014402,145.617965
3719,KANUMBRA,-37.014402,145.617965
3719,TERIP TERIP,-37.014402,145.617965
3719,YARCK,-37.014402,145.617965
3720,BONNIE DOON,-37.023006,145.86227
3722,BARWITE,-37.009455,146.21744
3722,MANSFIELD,-37.009455,146.21744
3722,MIRIMBAH,-37.009455,146.21744
3723,ARCHERTON,-36.894465,146.256507
3723,BARJARG,-36.894465,146.256507
3723,BOOROLITE,-36.894465,146.256507
3723,BRIDGE CREEK,-36.894465,146.256507
3723,DELATITE,-36.894465,146.256507
3723,ENOCHS POINT,-36.894465,146.256507
3723,GAFFNEYS CREEK,-36.894465,146.256507
3723,GOUGHS BAY,-36.894465,146.256507
3723,HOWES CREEK,-36.894465,146.256507
3723,HOWQUA,-36.894465,146.256507
3723,HOWQUA HILLS,-36.894465,146.256507
3723,HOWQUA INLET,-36.894465,146.256507
3723,JAMIESON,-36.894465,146.256507
3723,KEVINGTON,-36.894465,146.256507
3723,KNOCKWOOD,-36.894465,146.256507
3723,MACS COVE,-36.894465,146.256507
3723,MAINDAMPLE,-36.894465,146.256507
3723,MATLOCK,-36.894465,146.256507
3723,MERRIJIG,-36.894465,146.256507
3723,MOUNT BULLER,-36.894465,146.256507
3723,MOUNTAIN BAY,-36.894465,146.256507
3723,PIRIES,-36.894465,146.256507
3723,SAWMILL SETTLEMENT,-36.894465,146.256507
3723,TOLMIE,-36.894465,146.256507
3723,WOODS POINT,-36.894465,146.256507
3724,MANSFIELD,-37.053108,146.076832
3725,BOXWOOD,-36.323886,145.79839
3725,CHESNEY VALE,-36.323886,145.79839
3725,GOORAMBAT,-36.323886,145.79839
3725,MAJOR PLAINS,-36.323886,145.79839
3725,STEWARTON,-36.323886,145.79839
3726,BUNGEET,-36.28166,146.057876
3726,BUNGEET WEST,-36.28166,146.057876
3726,DEVENISH,-36.28166,146.057876
3726,THOONA,-36.28166,146.057876
3727,ALMONDS,-36.232281,146.056216
3727,LAKE ROWAN,-36.232281,146.056216
3727,PELLUEBLA,-36.232281,146.056216
3727,ST JAMES,-36.232281,146.056216
3727,YUNDOOL,-36.232281,146.056216
3728,BOOMAHNOOMOONAH,-36.099254,146.084897
3728,TUNGAMAH,-36.099254,146.084897
3728,WILBY,-36.099254,146.084897
3728,YOUARANG,-36.099254,146.084897
3730,BATHUMI,-36.026715,146.084897
3730,BOOSEY,-36.026715,146.084897
3730,BUNDALONG,-36.026715,146.084897
3730,BUNDALONG SOUTH,-36.026715,146.084897
3730,BURRAMINE,-36.026715,146.084897
3730,BURRAMINE SOUTH,-36.026715,146.084897
3730,ESMOND,-36.026715,146.084897
3730,TELFORD,-36.026715,146.084897
3730,YARRAWONGA,-36.026715,146.084897
3730,YARRAWONGA SOUTH,-36.026715,146.084897
3732,MOYHU,-36.578223,146.378463
3732,MYRRHEE,-36.578223,146.378463
3733,WHITFIELD,-36.749752,146.413426
3735,BOWMANS FOREST,-36.520364,146.577229
3735,WHOROULY,-36.520364,146.577229
3735,WHOROULY EAST,-36.520364,146.577229
3735,WHOROULY SOUTH,-36.520364,146.577229
3736,MYRTLEFORD,-36.455136,146.479489
3737,ABBEYARD,-36.976415,146.782515
3737,BARWIDGEE,-36.976415,146.782515
3737,BUFFALO RIVER,-36.976415,146.782515
3737,DANDONGADALE,-36.976415,146.782515
3737,GAPSTED,-36.976415,146.782515
3737,HAVILAH,-36.976415,146.782515
3737,MERRIANG,-36.976415,146.782515
3737,MERRIANG SOUTH,-36.976415,146.782515
3737,MUDGEGONGA,-36.976415,146.782515
3737,MYRTLEFORD,-36.976415,146.782515
3737,NUG NUG,-36.976415,146.782515
3737,ROSEWHITE,-36.976415,146.782515
3737,SELWYN,-36.976415,146.782515
3737,WONNANGATTA,-36.976415,146.782515
3738,OVENS,-36.606337,146.792102
3739,EUROBIN,-36.703255,146.84579
3740,BUCKLAND,-36.815383,146.852777
3740,MOUNT BUFFALO,-36.815383,146.852777
3740,POREPUNKAH,-36.815383,146.852777
3741,BRIGHT,-36.727237,146.960491
3741,FREEBURGH,-36.727237,146.960491
3741,GERMANTOWN,-36.727237,146.960491
3741,HARRIETVILLE,-36.727237,146.960491
3741,HOTHAM HEIGHTS,-36.727237,146.960491
3741,MOUNT HOTHAM,-36.727237,146.960491
3741,SMOKO,-36.727237,146.960491
3744,WANDILIGONG,-36.753565,146.982157
3746,ELDORADO,-36.30376,146.584447
3747,BEECHWORTH,-36.360341,146.687966
3747,MURMUNGEE,-36.360341,146.687966
3747,STANLEY,-36.360341,146.687966
3747,WOOLSHED,-36.360341,146.687966
3747,WOORAGEE,-36.360341,146.687966
3749,BRUARONG,-36.414545,146.862235
3749,YACKANDANDAH,-36.414545,146.862235
3750,WOLLERT,-38.380955,144.811911
3751,WOODSTOCK,-37.692001,144.885657
3752,MORANG SOUTH,-37.653074,145.095043
3752,SOUTH MORANG,-37.653074,145.095043
3753,BEVERIDGE,-37.468668,144.996239
3754,DOREEN,-37.617671,145.154899
3754,MERNDA,-37.617671,145.154899
3755,YAN YEAN,-37.572602,145.144089
3756,CHINTIN,-37.402359,144.80284
